gps_sow, latitude, longitude, height
391646.5,  51.711953226,  -0.210255502,  141.9826
391647.0,  51.711953138,  -0.210255585,  142.0035
391647.5,  51.711953025,  -0.210255666,  142.0130
391648.0,  51.711952919,  -0.210255681,  142.0229
391648.5,  51.711952850,  -0.210255730,  142.0299
391649.0,  51.711952803,  -0.210255794,  142.0363
391649.5,  51.711952794,  -0.210255767,  142.0364
391650.0,  51.711952735,  -0.210255851,  142.0332
391650.5,  51.711952685,  -0.210255867,  142.0526
391651.0,  51.711952608,  -0.210255908,  142.0583
391651.5,  51.711952524,  -0.210255967,  142.0624
391652.0,  51.711952470,  -0.210256014,  142.0738
391652.5,  51.711952395,  -0.210256042,  142.0834
391653.0,  51.711952379,  -0.210256088,  142.0854
391653.5,  51.711952356,  -0.210256081,  142.0992
391654.0,  51.711952319,  -0.210256176,  142.1057
391654.5,  51.711952261,  -0.210256242,  142.1200
391655.0,  51.711952224,  -0.210256231,  142.1224
391655.5,  51.711952192,  -0.210256333,  142.1259
391656.0,  51.711952170,  -0.210256349,  142.1302
391656.5,  51.711952114,  -0.210256379,  142.1507
391657.0,  51.711952083,  -0.210256415,  142.1508
391657.5,  51.711952031,  -0.210256489,  142.1465
391658.0,  51.711951993,  -0.210256563,  142.1540
391658.5,  51.711951896,  -0.210256587,  142.1645
391659.0,  51.711951860,  -0.210256590,  142.1631
391659.5,  51.711951843,  -0.210256595,  142.1634
391660.0,  51.711951836,  -0.210256609,  142.1745
391660.5,  51.711951833,  -0.210256555,  142.1751
391661.0,  51.711951829,  -0.210256568,  142.1800
391661.5,  51.711951797,  -0.210256567,  142.1768
391662.0,  51.711951768,  -0.210256584,  142.1838
391662.5,  51.711951802,  -0.210256564,  142.1826
391663.0,  51.711951794,  -0.210256525,  142.1793
391663.5,  51.711951833,  -0.210256505,  142.1645
391664.0,  51.711951916,  -0.210256465,  142.1649
391664.5,  51.711951936,  -0.210256471,  142.1681
391665.0,  51.711952013,  -0.210256438,  142.1598
391665.5,  51.711952082,  -0.210256443,  142.1553
391666.0,  51.711952109,  -0.210256456,  142.1417
391666.5,  51.711952165,  -0.210256512,  142.1404
391667.0,  51.711952200,  -0.210256510,  142.1372
391667.5,  51.711952232,  -0.210256513,  142.1422
391668.0,  51.711952267,  -0.210256528,  142.1317
391668.5,  51.711952337,  -0.210256536,  142.1325
391669.0,  51.711952366,  -0.210256529,  142.1233
391669.5,  51.711952452,  -0.210256494,  142.1086
391670.0,  51.711952464,  -0.210256517,  142.1112
391670.5,  51.711952489,  -0.210256579,  142.1078
391671.0,  51.711952483,  -0.210256606,  142.1163
391671.5,  51.711952449,  -0.210256640,  142.1271
391672.0,  51.711952418,  -0.210256677,  142.1236
391672.5,  51.711952425,  -0.210256719,  142.1265
391673.0,  51.711952430,  -0.210256714,  142.1238
391673.5,  51.711952443,  -0.210256751,  142.1214
391674.0,  51.711952468,  -0.210256715,  142.1311
391674.5,  51.711952445,  -0.210256742,  142.1345
391675.0,  51.711952412,  -0.210256762,  142.1381
391675.5,  51.711952434,  -0.210256741,  142.1279
391676.0,  51.711952418,  -0.210256717,  142.1347
391676.5,  51.711952396,  -0.210256710,  142.1382
391677.0,  51.711952400,  -0.210256710,  142.1353
391677.5,  51.711952303,  -0.210256606,  142.1288
391678.0,  51.711952261,  -0.210256619,  142.1335
391678.5,  51.711952210,  -0.210256625,  142.1561
391679.0,  51.711952157,  -0.210256589,  142.1415
391679.5,  51.711952131,  -0.210256575,  142.1570
391680.0,  51.711952055,  -0.210256595,  142.1560
391680.5,  51.711952011,  -0.210256668,  142.1624
391681.0,  51.711951947,  -0.210256659,  142.1576
391681.5,  51.711951890,  -0.210256714,  142.1771
391682.0,  51.711951849,  -0.210256746,  142.1767
391682.5,  51.711951770,  -0.210256802,  142.1789
391683.0,  51.711951704,  -0.210256821,  142.1927
391683.5,  51.711951651,  -0.210256872,  142.1979
391684.0,  51.711950583,  -0.210258869,  142.2191
391684.5,  51.711950587,  -0.210258863,  142.2182
391685.0,  51.711950585,  -0.210258882,  142.2282
391685.5,  51.711950592,  -0.210258887,  142.2257
391686.0,  51.711950610,  -0.210258833,  142.2260
391686.5,  51.711950597,  -0.210258852,  142.2240
391687.0,  51.711950589,  -0.210258848,  142.2196
391687.5,  51.711950603,  -0.210258837,  142.2228
391688.0,  51.711950597,  -0.210258815,  142.2186
391688.5,  51.711950598,  -0.210258840,  142.2189
391689.0,  51.711950606,  -0.210258810,  142.2266
391689.5,  51.711950610,  -0.210258834,  142.2353
391690.0,  51.711950608,  -0.210258831,  142.2317
391690.5,  51.711950576,  -0.210258822,  142.2204
391691.0,  51.711950588,  -0.210258811,  142.2213
391691.5,  51.711950569,  -0.210258822,  142.2261
391692.0,  51.711950573,  -0.210258800,  142.2224
391692.5,  51.711950578,  -0.210258767,  142.2206
391693.0,  51.711950580,  -0.210258803,  142.2310
391693.5,  51.711950581,  -0.210258803,  142.2248
391694.0,  51.711950567,  -0.210258804,  142.2170
391694.5,  51.711950561,  -0.210258781,  142.2229
391695.0,  51.711950569,  -0.210258787,  142.2218
391695.5,  51.711950567,  -0.210258803,  142.2240
391696.0,  51.711950566,  -0.210258775,  142.2298
391696.5,  51.711950582,  -0.210258785,  142.2257
391697.0,  51.711950571,  -0.210258761,  142.2244
391697.5,  51.711950585,  -0.210258795,  142.2336
391698.0,  51.711950578,  -0.210258758,  142.2315
391698.5,  51.711950572,  -0.210258733,  142.2242
391699.0,  51.711950589,  -0.210258756,  142.2296
391699.5,  51.711950591,  -0.210258758,  142.2315
391700.0,  51.711950582,  -0.210258750,  142.2298
391700.5,  51.711950583,  -0.210258743,  142.2278
391701.0,  51.711950589,  -0.210258729,  142.2229
391701.5,  51.711950593,  -0.210258736,  142.2282
391702.0,  51.711950589,  -0.210258725,  142.2338
391702.5,  51.711950603,  -0.210258722,  142.2324
391703.0,  51.711950570,  -0.210258752,  142.2332
391703.5,  51.711950588,  -0.210258761,  142.2333
391704.0,  51.711950594,  -0.210258759,  142.2405
391704.5,  51.711950592,  -0.210258767,  142.2385
391705.0,  51.711950594,  -0.210258721,  142.2414
391705.5,  51.711950608,  -0.210258690,  142.2419
391706.0,  51.711950610,  -0.210258731,  142.2392
391706.5,  51.711950611,  -0.210258687,  142.2353
391707.0,  51.711950602,  -0.210258688,  142.2301
391707.5,  51.711950597,  -0.210258695,  142.2336
391708.0,  51.711950613,  -0.210258691,  142.2430
391708.5,  51.711950600,  -0.210258689,  142.2435
391709.0,  51.711950602,  -0.210258654,  142.2340
391709.5,  51.711950613,  -0.210258671,  142.2313
391710.0,  51.711950603,  -0.210258667,  142.2367
391710.5,  51.711950612,  -0.210258665,  142.2379
